USERID,total_actions,avg_gap,duration,unique_targets,cluster,learner_type
92,167,14631.632530120482,2428851.0,88,2,Inactive
93,87,24686.093023255813,2123004.0,55,2,Inactive
94,226,10746.102222222222,2417873.0,52,2,Inactive
95,32,28759.451612903227,891543.0,13,0,Active
96,65,38202.015625,2444929.0,31,1,Average
97,31,58371.13333333333,1751134.0,14,1,Average
98,46,19452.355555555554,875356.0,16,0,Active
99,148,15411.591836734693,2265504.0,65,2,Inactive
100,75,32615.37837837838,2413538.0,28,1,Average
101,80,23214.683544303796,1833960.0,48,2,Inactive
102,86,26900.36470588235,2286531.0,34,2,Inactive
103,108,17458.654205607476,1868076.0,31,2,Inactive
104,68,27180.597014925374,1821100.0,22,1,Average
105,15,1753.857142857143,24554.0,9,0,Active
106,91,27004.21111111111,2430379.0,22,1,Average
107,81,25074.85,2005988.0,45,2,Inactive
108,277,8454.56884057971,2333461.0,70,2,Inactive
109,133,17946.969696969696,2369000.0,61,2,Inactive
110,24,31948.608695652172,734818.0,16,0,Active
111,222,10298.361990950227,2275938.0,52,2,Inactive
112,53,46932.096153846156,2440469.0,25,1,Average
113,77,27408.394736842107,2083038.0,32,2,Inactive
114,41,58246.75,2329870.0,25,1,Average
115,106,22681.866666666665,2381596.0,47,2,Inactive
116,68,22381.432835820895,1499556.0,35,1,Average
117,81,23044.7625,1843581.0,37,2,Inactive
118,115,18985.640350877195,2164363.0,39,2,Inactive
119,23,43278.40909090909,952125.0,10,1,Average
120,209,11448.221153846154,2381230.0,51,2,Inactive
121,82,22707.827160493827,1839334.0,27,1,Average
122,83,22181.048780487807,1818846.0,37,2,Inactive
123,23,37080.318181818184,815767.0,11,1,Average
124,9,33185.0,265480.0,6,0,Active
125,20,57089.94736842105,1084709.0,11,1,Average
126,7,61372.166666666664,368233.0,4,1,Average
127,25,14422.833333333334,346148.0,11,0,Active
128,122,17313.198347107438,2094897.0,47,2,Inactive
129,32,61515.0,1906965.0,16,1,Average
130,181,13496.577777777778,2429384.0,65,2,Inactive
131,78,30897.44155844156,2379103.0,28,1,Average
132,250,9796.751004016065,2439391.0,81,2,Inactive
133,63,25111.83870967742,1556934.0,23,1,Average
134,43,41236.23809523809,1731922.0,18,1,Average
135,36,15419.285714285714,539675.0,13,0,Active
136,98,17972.154639175256,1743299.0,48,2,Inactive
137,72,34008.74647887324,2414621.0,26,1,Average
138,13,32539.0,390468.0,8,0,Active
139,228,10878.969162995594,2469526.0,55,2,Inactive
140,61,40420.433333333334,2425226.0,30,1,Average
141,145,13561.263888888889,1952822.0,57,2,Inactive
142,148,16617.748299319726,2442809.0,59,2,Inactive
143,103,23086.401960784315,2354813.0,55,2,Inactive
144,59,12321.655172413793,714656.0,30,0,Active
145,5,15.25,61.0,4,0,Active
146,89,28072.31818181818,2470364.0,42,2,Inactive
147,242,10126.302904564316,2440439.0,78,2,Inactive
148,41,54020.3,2160812.0,26,1,Average
149,6,16.6,83.0,5,0,Active
150,20,109000.57894736843,2071011.0,2,1,Average
151,40,31563.128205128207,1230962.0,16,1,Average
152,13,72842.25,874107.0,9,1,Average
153,26,7289.72,182243.0,9,0,Active
154,17,60344.75,965516.0,17,1,Average
155,12,97680.09090909091,1074481.0,6,1,Average
156,49,21723.395833333332,1042723.0,29,1,Average
157,73,33690.48611111111,2425715.0,24,1,Average
158,89,16651.06818181818,1465294.0,47,2,Inactive
159,24,48965.82608695652,1126214.0,11,1,Average
160,114,18440.16814159292,2083739.0,25,2,Inactive
161,5,179.75,719.0,5,0,Active
162,89,15158.53409090909,1333951.0,51,2,Inactive
163,30,26939.896551724138,781257.0,10,0,Active
164,6,23.8,119.0,5,0,Active
165,210,11688.277511961722,2442850.0,89,2,Inactive
166,113,21040.08035714286,2356489.0,42,2,Inactive
167,14,174338.0,2266394.0,9,1,Average
168,100,17020.0202020202,1684982.0,30,2,Inactive
169,107,19189.132075471698,2034048.0,56,2,Inactive
170,14,21316.30769230769,277112.0,8,0,Active
171,37,3628.722222222222,130634.0,16,0,Active
172,13,102795.08333333333,1233541.0,7,1,Average
173,96,19094.23157894737,1813952.0,38,2,Inactive
174,21,2414.05,48281.0,10,0,Active
175,69,15563.882352941177,1058344.0,27,1,Average
176,15,82209.64285714286,1150935.0,6,1,Average
177,120,20386.831932773108,2426033.0,61,2,Inactive
178,14,21616.69230769231,281017.0,9,0,Active
179,23,28438.18181818182,625640.0,9,0,Active
180,43,38050.5,1598121.0,23,1,Average
181,215,9490.415887850468,2030949.0,72,2,Inactive
182,15,3377.3571428571427,47283.0,5,0,Active
183,120,19797.66386554622,2355922.0,16,2,Inactive
184,34,18382.939393939392,606637.0,15,0,Active
185,122,18221.173553719007,2204762.0,46,2,Inactive
186,128,16546.12598425197,2101358.0,74,2,Inactive
187,92,25219.527472527472,2294977.0,49,2,Inactive
188,12,10580.09090909091,116381.0,10,0,Active
189,190,11087.26455026455,2095493.0,69,2,Inactive
190,130,12255.961240310078,1581019.0,44,2,Inactive
191,68,27089.597014925374,1815003.0,23,1,Average
192,139,17494.333333333332,2414218.0,51,2,Inactive
193,161,14092.2,2254752.0,69,2,Inactive
194,20,31567.473684210527,599782.0,11,0,Active
195,29,89197.64285714286,2497534.0,22,1,Average
196,36,38173.05714285714,1336057.0,19,1,Average
197,87,24295.023255813954,2089372.0,37,2,Inactive
198,158,13483.802547770701,2116957.0,76,2,Inactive
199,193,12849.989583333334,2467198.0,63,2,Inactive
200,129,17034.1484375,2180371.0,51,2,Inactive
201,125,19512.774193548386,2419584.0,63,2,Inactive
202,13,58156.75,697881.0,7,1,Average
203,37,60325.02777777778,2171701.0,18,1,Average
204,167,12469.355421686747,2069913.0,61,2,Inactive
205,183,13523.862637362638,2461343.0,93,2,Inactive
206,45,27648.159090909092,1216519.0,20,1,Average
207,26,35678.24,891956.0,14,1,Average
208,56,43250.09090909091,2378755.0,28,1,Average
209,90,25544.85393258427,2273492.0,33,2,Inactive
210,100,21060.909090909092,2085030.0,42,2,Inactive
211,122,17221.214876033056,2083767.0,50,2,Inactive
212,112,21999.65765765766,2441962.0,44,2,Inactive
213,49,16771.0625,805011.0,17,0,Active
214,116,20683.904347826086,2378649.0,27,2,Inactive
215,111,21385.090909090908,2352360.0,33,2,Inactive
216,110,20815.92660550459,2268936.0,52,2,Inactive
217,60,19590.57627118644,1155844.0,27,1,Average
218,118,17375.264957264957,2032906.0,43,2,Inactive
219,106,19146.32380952381,2010364.0,54,2,Inactive
220,72,18873.943661971833,1340050.0,27,1,Average
221,12,85958.90909090909,945548.0,8,1,Average
222,78,29490.20779220779,2270746.0,39,2,Inactive
223,74,33092.520547945205,2415754.0,39,2,Inactive
224,68,28650.567164179105,1919588.0,43,2,Inactive
225,22,12959.857142857143,272157.0,11,0,Active
226,9,5464.0,43712.0,9,0,Active
227,44,43027.604651162794,1850187.0,20,1,Average
228,51,17959.76,897988.0,28,0,Active
229,144,16688.41958041958,2386444.0,42,2,Inactive
230,8,52731.71428571428,369122.0,6,0,Active
231,103,16319.71568627451,1664611.0,47,2,Inactive
232,395,5697.819796954314,2244941.0,60,2,Inactive
233,71,32618.1,2283267.0,21,1,Average
234,23,74777.45454545454,1645104.0,8,1,Average
235,34,21199.18181818182,699573.0,22,0,Active
236,234,9854.862660944205,2296183.0,40,2,Inactive
237,95,15872.5,1492015.0,38,2,Inactive
238,161,14247.11875,2279539.0,49,2,Inactive
239,96,19496.736842105263,1852190.0,48,2,Inactive
240,141,13101.542857142857,1834216.0,41,2,Inactive
241,14,241.92307692307693,3145.0,10,0,Active
242,9,1575.875,12607.0,7,0,Active
243,116,18047.02608695652,2075408.0,53,2,Inactive
244,62,25856.311475409835,1577235.0,18,1,Average
245,56,43053.818181818184,2367960.0,42,1,Average
246,70,35044.086956521736,2418042.0,33,1,Average
247,49,50391.708333333336,2418802.0,18,1,Average
248,65,16565.28125,1060178.0,15,0,Active
249,8,4519.285714285715,31635.0,5,0,Active
250,131,18805.138461538463,2444668.0,54,2,Inactive
251,152,15961.834437086092,2410237.0,68,2,Inactive
252,93,25743.391304347828,2368392.0,47,2,Inactive
253,47,22484.739130434784,1034298.0,15,0,Active
254,85,24867.833333333332,2088898.0,45,2,Inactive
255,62,37099.80327868852,2263088.0,23,1,Average
256,87,24673.46511627907,2121918.0,49,2,Inactive
257,45,12600.568181818182,554425.0,16,0,Active
258,48,9224.340425531915,433544.0,16,0,Active
259,54,29689.30188679245,1573533.0,40,1,Average
260,107,20374.27358490566,2159673.0,71,2,Inactive
261,85,28803.178571428572,2419467.0,35,2,Inactive
262,29,81730.82142857143,2288463.0,12,1,Average
263,56,38440.89090909091,2114249.0,22,1,Average
264,79,31296.23076923077,2441106.0,45,2,Inactive
265,6,199.8,999.0,5,0,Active
266,19,38323.444444444445,689822.0,10,0,Active
267,122,20352.826446280993,2462692.0,49,2,Inactive
268,36,62596.08571428571,2190863.0,18,1,Average
269,165,14239.243902439024,2335236.0,52,2,Inactive
270,21,61376.65,1227533.0,18,1,Average
271,35,48818.44117647059,1659827.0,19,1,Average
272,34,55032.84848484849,1816084.0,16,1,Average
273,179,13775.129213483146,2451973.0,66,2,Inactive
274,14,50394.692307692305,655131.0,9,1,Average
275,190,10692.285714285714,2020842.0,62,2,Inactive
276,123,18536.55737704918,2261460.0,38,2,Inactive
277,84,29224.277108433736,2425615.0,36,2,Inactive
278,14,62.30769230769231,810.0,7,0,Active
279,162,15082.596273291925,2428298.0,70,2,Inactive
280,20,40588.78947368421,771187.0,10,1,Average
281,99,24874.948979591838,2437745.0,55,2,Inactive
282,122,20044.454545454544,2425379.0,57,2,Inactive
283,55,19330.14814814815,1043828.0,24,1,Average
284,274,8936.758241758242,2439735.0,88,2,Inactive
285,79,15782.115384615385,1231005.0,30,1,Average
286,78,31458.79220779221,2422327.0,37,2,Inactive
287,18,645.7058823529412,10977.0,14,0,Active
288,40,20438.666666666668,797108.0,17,0,Active
289,105,21767.125,2263781.0,61,2,Inactive
290,217,10048.439814814816,2170463.0,74,2,Inactive
291,17,126495.0,2023920.0,7,1,Average
292,42,27852.268292682926,1141943.0,21,1,Average
293,162,14987.366459627328,2412966.0,67,2,Inactive
294,91,24388.244444444445,2194942.0,45,2,Inactive
295,25,54483.333333333336,1307600.0,21,1,Average
296,124,19689.024390243903,2421750.0,71,2,Inactive
297,69,33591.35294117647,2284212.0,28,1,Average
298,10,90376.0,813384.0,6,1,Average
299,14,173433.61538461538,2254637.0,10,1,Average
300,205,11960.225490196079,2439886.0,69,2,Inactive
301,47,49218.934782608696,2264071.0,29,1,Average
302,13,1029.75,12357.0,10,0,Active
303,86,28363.34117647059,2410884.0,50,2,Inactive
304,34,57775.78787878788,1906601.0,20,1,Average
305,126,18760.656,2345082.0,43,2,Inactive
306,135,18312.776119402984,2453912.0,55,2,Inactive
307,51,36877.28,1843864.0,21,1,Average
308,18,57295.41176470588,974022.0,12,1,Average
309,32,11645.516129032258,361011.0,16,0,Active
310,14,69706.53846153847,906185.0,5,1,Average
311,41,58181.925,2327277.0,17,1,Average
312,10,10395.222222222223,93557.0,6,0,Active
313,89,26517.55681818182,2333545.0,37,2,Inactive
314,47,19613.695652173912,902230.0,20,0,Active
315,289,8460.958333333334,2436756.0,83,2,Inactive
316,170,14408.94674556213,2435112.0,64,2,Inactive
317,239,10230.79411764706,2434929.0,95,2,Inactive
318,17,294.75,4716.0,15,0,Active
319,202,12252.308457711442,2462714.0,62,2,Inactive
320,5,22455.25,89821.0,4,0,Active
321,44,21291.93023255814,915553.0,16,0,Active
322,39,23731.42105263158,901794.0,17,0,Active
323,163,15064.938271604939,2440520.0,56,2,Inactive
324,123,13720.352459016394,1673883.0,26,2,Inactive
325,77,27251.184210526317,2071090.0,29,1,Average
326,7,101430.5,608583.0,6,1,Average
327,99,20601.84693877551,2018981.0,50,2,Inactive
328,167,14546.939759036144,2414792.0,80,2,Inactive
329,16,88460.0,1326900.0,8,1,Average
330,247,9929.264227642276,2442599.0,74,2,Inactive
331,18,57062.23529411765,970058.0,8,1,Average
332,50,21135.326530612245,1035631.0,14,0,Active
333,121,19518.416666666668,2342210.0,54,2,Inactive
334,65,32464.734375,2077743.0,35,1,Average
335,104,23879.78640776699,2459618.0,50,2,Inactive
336,185,12774.744565217392,2350553.0,54,2,Inactive
337,51,47228.58,2361429.0,26,1,Average
338,205,12136.367647058823,2475819.0,80,2,Inactive
339,174,14087.734104046243,2437178.0,72,2,Inactive
340,6,156.6,783.0,4,0,Active
341,6,1253.4,6267.0,4,0,Active
342,49,38530.604166666664,1849469.0,32,1,Average
343,42,38384.0,1573744.0,23,1,Average
344,48,49550.14893617021,2328857.0,21,1,Average
345,13,276.6666666666667,3320.0,8,0,Active
346,119,13946.610169491525,1645700.0,45,2,Inactive
347,40,29361.4358974359,1145096.0,18,1,Average
348,138,17895.22627737226,2451646.0,67,2,Inactive
349,176,14055.49142857143,2459711.0,50,2,Inactive
350,204,9081.827586206897,1843611.0,67,2,Inactive
351,10,797.5555555555555,7178.0,8,0,Active
352,37,18026.444444444445,648952.0,18,0,Active
353,12,77857.18181818182,856429.0,7,1,Average
354,95,19549.23404255319,1837628.0,51,2,Inactive
355,41,45886.8,1835472.0,17,1,Average
356,7,29.833333333333332,179.0,5,0,Active
357,81,27283.8875,2182711.0,46,2,Inactive
358,50,42262.795918367345,2070877.0,29,1,Average
359,107,18034.632075471698,1911671.0,43,2,Inactive
360,162,15301.801242236024,2463590.0,48,2,Inactive
361,89,24980.93181818182,2198322.0,42,2,Inactive
362,96,15548.726315789474,1477129.0,28,2,Inactive
363,10,108.44444444444444,976.0,6,0,Active
364,12,965.4545454545455,10620.0,12,0,Active
365,57,14676.07142857143,821860.0,20,0,Active
366,260,9423.5444015444,2440698.0,80,2,Inactive
367,152,16242.986754966887,2452691.0,51,2,Inactive
368,150,16505.107382550337,2459261.0,45,2,Inactive
369,15,599.3571428571429,8391.0,10,0,Active
370,9,1004.5,8036.0,5,0,Active
371,14,155720.92307692306,2024372.0,8,1,Average
372,136,17898.348148148147,2416277.0,67,2,Inactive
373,45,55513.75,2442605.0,28,1,Average
374,113,19571.348214285714,2191991.0,44,2,Inactive
375,89,19700.295454545456,1733626.0,33,2,Inactive
376,48,12894.595744680852,606046.0,27,0,Active
377,19,484.6111111111111,8723.0,14,0,Active
378,89,27590.363636363636,2427952.0,47,2,Inactive
379,8,132.28571428571428,926.0,4,0,Active
380,7,29632.333333333332,177794.0,3,0,Active
381,199,11955.914141414141,2367271.0,61,2,Inactive
382,5,208.75,835.0,3,0,Active
383,5,1928.5,7714.0,4,0,Active
384,21,394.0,7880.0,10,0,Active
385,47,11752.695652173914,540624.0,12,0,Active
386,19,4645.555555555556,83620.0,11,0,Active
387,176,12418.514285714286,2173240.0,53,2,Inactive
388,162,13955.95652173913,2246909.0,56,2,Inactive
389,7,59478.333333333336,356870.0,3,1,Average
390,15,509.2142857142857,7129.0,11,0,Active
391,6,452152.2,2260761.0,5,1,Average
392,22,87939.23809523809,1846724.0,12,1,Average
393,40,13211.923076923076,515265.0,17,0,Active
394,160,14928.74213836478,2373670.0,70,2,Inactive
395,8,17414.85714285714,121904.0,4,0,Active
396,87,28562.011627906977,2456333.0,60,2,Inactive
397,138,17207.569343065694,2357437.0,64,2,Inactive
398,86,22531.423529411764,1915171.0,35,2,Inactive
399,12,23152.545454545456,254678.0,9,0,Active
400,47,38557.63043478261,1773651.0,35,1,Average
401,43,32753.64285714286,1375653.0,29,1,Average
402,154,9623.359477124182,1472374.0,50,2,Inactive
403,125,18803.84677419355,2331677.0,48,2,Inactive
404,12,158387.72727272726,1742265.0,9,1,Average
405,8,643.2857142857143,4503.0,8,0,Active
406,233,10213.090517241379,2369437.0,75,2,Inactive
407,103,23676.08823529412,2414961.0,37,2,Inactive
408,111,20556.51818181818,2261217.0,65,2,Inactive
409,129,17812.6015625,2280013.0,42,2,Inactive
410,191,12971.689473684211,2464621.0,83,2,Inactive
411,12,39646.63636363636,436113.0,8,0,Active
412,72,28534.6338028169,2025959.0,26,1,Average
413,110,18444.32110091743,2010431.0,53,2,Inactive
414,6,683.2,3416.0,5,0,Active
415,84,29070.32530120482,2412837.0,43,2,Inactive
416,66,35143.6,2284334.0,23,1,Average
417,35,36214.55882352941,1231295.0,11,1,Average
418,235,10496.931623931623,2456282.0,58,2,Inactive
419,6,63.6,318.0,5,0,Active
420,8,138.42857142857142,969.0,5,0,Active
421,162,14988.67701863354,2413177.0,68,2,Inactive
422,30,56474.206896551725,1637752.0,16,1,Average
423,49,21971.854166666668,1054649.0,22,1,Average
424,13,3021.1666666666665,36254.0,8,0,Active
425,165,14454.658536585366,2370564.0,64,2,Inactive
426,14,1010.9230769230769,13142.0,6,0,Active
427,127,11948.412698412698,1505500.0,36,2,Inactive
428,151,16358.28,2453742.0,61,2,Inactive
429,34,27123.18181818182,895065.0,12,0,Active
430,31,52015.96666666667,1560479.0,16,1,Average
431,99,22401.80612244898,2195377.0,37,2,Inactive
432,11,809.0,8090.0,4,0,Active
433,95,23295.32978723404,2189761.0,38,2,Inactive
434,28,47634.333333333336,1286127.0,12,1,Average
435,93,21687.17391304348,1995220.0,37,2,Inactive
436,7,75456.0,452736.0,5,1,Average
437,75,29771.932432432433,2203123.0,46,2,Inactive
438,14,28734.46153846154,373548.0,8,0,Active
439,155,13729.545454545454,2114350.0,62,2,Inactive
440,16,13694.066666666668,205411.0,8,0,Active
441,126,19443.136,2430392.0,73,2,Inactive
442,22,700.047619047619,14701.0,10,0,Active
443,224,8920.210762331839,1989207.0,75,2,Inactive
444,113,20269.39285714286,2270172.0,47,2,Inactive
445,40,47891.05128205128,1867751.0,29,1,Average
446,126,18199.864,2274983.0,45,2,Inactive
447,29,27963.0,782964.0,15,0,Active
448,43,14517.42857142857,609732.0,24,0,Active
449,58,42788.63157894737,2438952.0,28,1,Average
450,23,38965.59090909091,857243.0,17,1,Average
451,24,188.43478260869566,4334.0,14,0,Active
452,110,19823.89908256881,2160805.0,53,2,Inactive
453,58,34708.87719298246,1978406.0,24,1,Average
454,17,141604.0625,2265665.0,9,1,Average
455,206,11347.131707317074,2326162.0,68,2,Inactive
456,41,35490.95,1419638.0,22,1,Average
457,107,15378.698113207547,1630142.0,26,2,Inactive
458,52,36338.27450980392,1853252.0,19,1,Average
459,153,16145.309210526315,2454087.0,54,2,Inactive
460,6,11.0,55.0,6,0,Active
461,83,29881.60975609756,2450292.0,35,2,Inactive
462,158,13959.611464968153,2191659.0,74,2,Inactive
463,86,28624.270588235293,2433063.0,46,2,Inactive
464,149,14612.067567567568,2162586.0,56,2,Inactive
465,108,22838.364485981307,2443705.0,38,2,Inactive
466,117,10540.948275862069,1222750.0,43,2,Inactive
467,13,45984.083333333336,551809.0,6,0,Active
468,220,9981.118721461187,2185865.0,67,2,Inactive
469,140,17642.323741007192,2452283.0,63,2,Inactive
470,196,12355.333333333334,2409290.0,71,2,Inactive
471,141,15750.635714285714,2205089.0,52,2,Inactive
472,92,25942.978021978022,2360811.0,51,2,Inactive
473,73,26978.375,1942443.0,36,2,Inactive
474,6,87.8,439.0,4,0,Active
475,59,28726.758620689656,1666152.0,17,1,Average
476,53,29725.94230769231,1545749.0,30,1,Average
477,95,11830.72340425532,1112088.0,13,0,Active
478,7,4656.166666666667,27937.0,4,0,Active
479,262,9359.386973180077,2442800.0,55,2,Inactive
480,14,115624.92307692308,1503124.0,10,1,Average
481,103,22802.343137254902,2325839.0,61,2,Inactive
482,10,2774.0,24966.0,8,0,Active
483,119,20035.06779661017,2364138.0,64,2,Inactive
484,16,40841.2,612618.0,6,0,Active
485,13,19.75,237.0,8,0,Active
486,8,1010.7142857142857,7075.0,5,0,Active
487,108,20016.130841121496,2141726.0,28,2,Inactive
488,153,16078.572368421053,2443943.0,87,2,Inactive
489,8,15437.285714285714,108061.0,4,0,Active
490,9,96960.875,775687.0,7,1,Average
491,6,55774.8,278874.0,5,0,Active
492,7,180252.66666666666,1081516.0,6,1,Average
493,95,26068.32978723404,2450423.0,62,2,Inactive
494,8,11575.42857142857,81028.0,4,0,Active
495,5,606.0,2424.0,3,0,Active
496,223,10616.432432432432,2356848.0,76,2,Inactive
497,20,27347.105263157893,519595.0,9,0,Active
498,57,2125.6785714285716,119038.0,15,0,Active
499,32,50113.58064516129,1553521.0,20,1,Average
500,39,32814.71052631579,1246959.0,11,1,Average
501,80,27745.54430379747,2191898.0,44,2,Inactive
502,21,1609.05,32181.0,8,0,Active
503,23,55893.40909090909,1229655.0,17,1,Average
504,162,15161.018633540372,2440924.0,38,2,Inactive
505,230,10611.131004366813,2429949.0,74,2,Inactive
506,161,13518.43125,2162949.0,58,2,Inactive
507,30,36816.206896551725,1067670.0,10,1,Average
508,95,25826.542553191488,2427695.0,50,2,Inactive
509,60,23989.169491525423,1415361.0,16,1,Average
510,153,15993.506578947368,2431013.0,59,2,Inactive
511,49,10938.1875,525033.0,16,0,Active
512,5,1088.75,4355.0,4,0,Active
513,185,12804.798913043478,2356083.0,64,2,Inactive
514,11,233775.7,2337757.0,5,1,Average
515,8,519.0,3633.0,8,0,Active
516,7,139.33333333333334,836.0,7,0,Active
517,15,9133.92857142857,127875.0,5,0,Active
518,15,21171.0,296394.0,7,0,Active
519,51,46463.32,2323166.0,23,1,Average
520,116,19915.82608695652,2290320.0,52,2,Inactive
521,146,15629.144827586208,2266226.0,71,2,Inactive
522,21,34603.0,692060.0,13,0,Active
523,80,31156.08860759494,2461331.0,35,2,Inactive
524,170,14004.810650887574,2366813.0,75,2,Inactive
525,180,13164.893854748603,2356516.0,68,2,Inactive
526,24,50205.434782608696,1154725.0,14,1,Average
527,89,20444.920454545456,1799153.0,58,2,Inactive
528,66,35746.876923076925,2323547.0,29,1,Average
529,6,120.4,602.0,3,0,Active
530,288,8470.313588850175,2430980.0,74,2,Inactive
531,40,46990.8717948718,1832644.0,17,1,Average
532,81,23979.5,1918360.0,35,2,Inactive
533,6,106.2,531.0,5,0,Active
534,32,8282.677419354839,256763.0,11,0,Active
535,7,199.33333333333334,1196.0,5,0,Active
536,5,21.5,86.0,3,0,Active
537,30,53974.75862068965,1565268.0,11,1,Average
538,19,1422.7222222222222,25609.0,10,0,Active
539,127,15015.65873015873,1891973.0,42,2,Inactive
540,192,12737.083769633507,2432783.0,52,2,Inactive
541,92,26550.164835164836,2416065.0,48,2,Inactive
542,13,94723.41666666667,1136681.0,4,1,Average
543,164,15057.018404907976,2454294.0,66,2,Inactive
544,7,3558.8333333333335,21353.0,7,0,Active
545,9,19.0,152.0,7,0,Active
546,104,20199.427184466018,2080541.0,36,2,Inactive
547,112,18209.36036036036,2021239.0,45,2,Inactive
548,73,19417.916666666668,1398090.0,33,1,Average
549,33,49576.71875,1586455.0,10,1,Average
550,41,26087.525,1043501.0,18,1,Average
551,7,48312.666666666664,289876.0,4,0,Active
552,144,17077.804195804194,2442126.0,49,2,Inactive
553,13,9293.75,111525.0,8,0,Active
554,194,10344.134715025906,1996418.0,76,2,Inactive
555,10,251.88888888888889,2267.0,6,0,Active
556,140,17307.805755395682,2405785.0,36,2,Inactive
557,23,24544.0,539968.0,10,0,Active
